IdConglomerado,Anio,Estado,Municipio,Formato,Veg_prim_levantada,Veg_sec_levanatda,Veg_prim_esperada,Veg_sec_esperada,Tipo_cgl,Monitoreo,Muestreado,Cubierta_Vegetal,Tenencia,Cuenca,Subcuenca,Sitios_x_cgl,Sitio_1,Sitio_2,Sitio_3,Sitio_4,Arboles_x_cgl,Latitud,Longitud,X,Y,Altitud,Fisiografia,Pendiente,Uso_suelo_SCV,con_Cuerpos_agua,con_Diversidad,con_epifitas,con_flora_riego,con_Impactos_amb,con_Incendios,con_Plagas,Punto_control,con_suelos,con_Sitios,Descripcion,Observaciones
45926,2013,Nayarit,Acaponeta,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Presidio San Pedro,"Presidio, Baluarte y Ca±as",4,1,1,1,1,29,22 17 33,-105 10 37.1,-105.1769715556,22.2924996667,571,Ladera,50,No aplica,0,1,1,1,1,1,0,1,1,1,Se marcó en un árbol de Arrayan que se encuentra dentro de la Loc. La Paloma 1,"Se encontró evidencia de muestreo anterior, varilla, placas y arboles pintados.    En el sitio #4 los árboles que habían no dan el diámetro había puro carrizo y pasto en el sitio #4."
45946,2013,Jalisco,Mezquitic,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,64,22 18 33.8,-104 12 4.9,-104.2013611111,22.3093888889,1875,Lomerio,55,No aplica,0,1,1,0,1,0,0,1,1,1,Se coloco en un poste de CFE,S2.- La foto de cuadro de vegetación se tomo de Este a Oeste.
46104,2013,Nayarit,Del Nayar,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,3,22 15 43,-104 20 49,-104.3469441111,22.2619444444,1367,Ladera,20,No aplica,0,1,0,0,1,0,0,1,1,1,El pc se encuentra por la brecha que baja a la cienega de san felipe,El punto de control se coloco con un día de diferencia en la fecha ya que al llegar al conglomerado inicio una tormenta que impidió el levantamiento de la información hasta el día siguiente  En el cgl solo se encontraron 3 arboles y dos tocones ya que se encuentra sembrado de maíz por lo que la mayoría de la vegetación fue movida
46139,2013,Aguascalientes,San Jose de Gracia,Bosque,BQ,VSaa,BQ,VSA,Inicial,No,Si,Si,Comunal,Lerma Santiago,Rio Alto Santiago,3,1,1,1,0,70,22 16 43.3,-102 38 25.5,-102.6404163333,22.2786937778,2896,Ladera,76,No aplica,0,1,1,0,1,0,0,1,1,1,En un árbol cerca del campamento  comunal playas Las Marías.,"Sitio 1: Se localizó la varilla del muestreo y árboles marcados el registro 6 y 21 se les encontró placas de arboles submuestra.    Sitio 2: Se encontró la estaca tirada dentro del sitio y arboles marcados. Los registros 3 y 6 se les encontró placa del muestreo. Debido a su forma de crecimiento y su forma de fuste presenta un diametro normal mayor que el diametro basal (arbol 2)    Sitio 3: Se encontró la estaca y arboles marcados, los registros 2 y 3 s eles encontró placas.    Sitio 4: Este sitio la brigada del muestreo lo declaro inaccesible. La brigada actual decide declararlo inaccesible debido que se encuentra una pared rocosa con mas de 20 metros de altura que atraviesa sobre la pendiente imposibilitando seguir continuando rumbo al centro del sitio pudiéndose observar claramente en el video anexo la fisiografía del terreno asó como las copas del arbolado en la parte bajo donde se presume se ubica el centro del sitio. La distancia máxima que se pudo acceder  trazado con longímetro y brújula fu de 33 metros en las coordenadas N 22 16´ 42.8´´ Y W -102 38´ 26.0´´.    COM: Transecto norte a los 15 metros el terreno se ubica con mayor pendiente, además las ramas de las manzanillales no permitieron tomar una fotografía más visible de la estaca y estadal."
46259,2013,Nayarit,Del Nayar,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,21,22 12 33.4,-104 43 57.9,-104.7327493333,22.2092777778,1475,Ladera,30,No aplica,0,1,1,0,1,0,0,1,1,1,E Pc se encuentra en un pino por la terraceria que va de La Mesa del Nayar a Sta Teresa.,En el sitio #4 se encontraron  los arboles marcados pero caídos por causas desconocidas.  En el sitio2 el error de precisión fue mayor de 5mts por condiciones climáticas.  En el sitio 3 el error de precisión fue mayor de 5mts por condiciones climáticas (nublado).  Se encontró evidencia de muestreo en el conglomerado varillo central arboles marcados y placas de aluminio.
46289,2013,Jalisco,Santa Maria de los Angeles,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,79,22 13 45.2,-103 16 25.8,-103.2738326667,22.2292215556,2242,Lomerio,14,No aplica,0,1,1,0,1,0,0,1,1,1,El pc se marco en un árbol que esta frente a un porton.,"En este conglomerado se encontraron evidencias del muestreo anterior.  En el sitio 2 el registro 6 y 30 se midieron abajo del 1.30 m.  En el sitio 4 el registro 2 se normalizo por debajo del 1.30 m.  En general este conglomerado la mayoría de los arboles no presentaba hojas por lo que la transparencia es muy alta.  En el sitio 4 se tomaron fotos de estructuras y composición que correspondían al sitio 3 de varillas y suelo, debido a que en el sitio 3 una cárcava en forma de barranca no permitía tomar los datos de este sitio el cual implicaría y complicaría la seguridad del personal."
46436,2013,Nayarit,Del Nayar,Bosque,BQ,VSna,BPQ,VSA,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,56,22 10 14.1,-104 23 39,-104.3941663333,22.1705826667,1383,Lomerio,25,No aplica,0,1,1,0,1,1,0,1,1,1,El pc se encuentra en la loc. de santa barbara,"Se encontró evidencia de muestreo arboles marcados, varilla central, estacas y placas de aluminio   No se tuvieron problemas para el levantamiento del conglomerado"
46614,2013,Jalisco,Mezquitic,Bosque,BQ,VSna,BQ,VSA,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,3,1,0,1,1,38,22 7 35,-104 17 45.1,-104.2958607778,22.1263882222,1556,Ladera,75,No aplica,0,1,1,0,1,1,0,1,1,1,En un poste de luz sobre el camino a Chacale,"Sitio 1: No s encontró la varilla central pero si árboles marcados y árboles submuestras.  Sitio 2: Este sitio no se pudo levantar debido que a lo 39 metros de distancia del sitio 1 se encuentra un desfiladero y ya no se puede seguir avanzando. En los videos anexo y fotografía se puede apreciar la fisiografía accidentada del terreno lo que hace totalmente peligroso intentar bajar al sitio 2.  Sitio 3: No se encontró estaca pero si árboles marcados y árboles submuestras.  Sitio 4: El árbol 1 cuenta con un mayor al diametro basal, esto debido a un leve ensanchamiento al 1.30 metros."
46619,2013,Jalisco,Mezquitic,Bosque,BQ,VSA,BQ,VSA,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,38,22 7 48,-104 3 8.1,-104.05225,22.1299993333,1583,Lomerio,26,No aplica,0,1,1,0,1,0,0,1,1,1,En un árbol sobre el camino a Tierra Azul,SITIO 1. Se encontró evidencia del muestreo anterior.    SITIO 2. Se encontró evidencia del muestreo anterior.    SITIO 3. Se encontró evidencia del muestreo anterior.    SITIO 4. Se encontró evidencia del muestreo anterior.
46624,2013,Jalisco,Villa Guerrero,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Comunal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,54,22 7 59.1,-103 48 32,-103.8088888889,22.1330826667,1990,Ladera,76,No aplica,0,1,1,0,1,1,0,1,1,1,"En un árbol pasando en la localidad ""La Taberna""","Sitio 1-. Se localizó varilla central, arboles marcados y con árboles submuestra.  Sitio 2-. Se localizó la estaca arboles marcados y arboles submuestra.  Sitio 3-. Se localizó estaca central arboles marcados y árboles de submuestra.  Sitio 4-. Se localizó estaca central arboles marcados y árboles de submuestra."
46649,2013,Aguascalientes,San Jose de Gracia,Bosque,BQ,VSna,BPQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,182,22 8 33.2,-102 35 27,-102.590833,22.1425552222,2538,Ladera,46,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se coloco en un arbol cerca del rancho la sierra del Cuervo,"S1. Se encontró varilla del muestreo. Arboles marcados y placas en arboles sub muestras. El registro 21 la altura total es menor a la altura de fuste limpio. El registro 28 la altura es menor a la altura de fuste limpio. El registro 35 es menor a la altura que el fuste limpio.  S2. No se encontró estaca pero si placas, arboles marcados.  S3. Se encontró la estaca del muestreo, arboles sub muestra y marcados.  S4. Se encontró la estaca del muestreo anterior y arboles sub muestra emplacados. El registro 10, la altura total es menor a la altura de fuste limpio, el registro 31 la altura es igual a la altura de fuste limpio."
46803,2013,Nayarit,Del Nayar,Bosque,BQ,VSna,BPQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,3,1,0,1,1,35,22 4 43.9,-104 26 28.8,-104.441333,22.0788604444,1570,Ladera,30,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra en la terraceria que va  la guasima del Metate en el entronque con la brecha que va al Rancho Los Aguacates,"En el conglomerado 46803 en el sitio 1 se encontró evidencia de muestreo, arboles marcados y varilla central.    En el sitio 3 se encontró evidencia de muestreo, arboles marcados y placas de aluminio.    En el sitio 4 se encontró evidencia de muestreo, arboles marcados, estaca y placas de aluminio.    El sitio 2 se declara inaccesible por tener siembra de clandestina.    En el sitio 3 el árbol 4 se normalizo a la altura de 1.2, el árbol 7 al 1.2, árbol 8 al 1.2 , el árbol 12 al 1.2 y el árbol 21 al 1.1 por tener deformidad al 1.3.    Sitio 1 el registro 5 no se evaluó los indicadores de copa ya que el árbol se encuentra severamente dañado."
46993,2013,Nayarit,Ruiz,Selva,BQ,VSna,BQ,VSA,Inicial,No,Si,Si,Ejidal,Presidio San Pedro,"Rio San Pedro, Rosa Morada y Acaponeta",4,1,1,1,1,5,22 1 36.9,-104 49 47,-104.8297215556,22.026916,414,Ladera,15,No aplica,0,1,0,0,1,0,0,1,1,1,El PC se encuentra en un poste a la orilla de la Terraceria que va de e Naranjo a el Tescalame.,"Se encontró evidencia de varilla central.  El error de precisión fue mayor a 5 mts por las condiciones.    El sitio #1, #2 y #3 no se encontró vegetación que manera igual o mas de 7.5 cm de diámetro solo algunos tocones y renuevos y que la vegetación mayor fue removida para crear un pastizal."
47003,2013,Jalisco,Mezquitic,Bosque,BQ,VSaa,BQP,VSA,Inicial,No,Si,Si,Comunal,Lerma Santiago,Rio Bajo Santigo,3,1,0,1,1,24,22 2 5.8,-104 20 35,-104.3430552222,22.0349441111,1495,Ladera,100,No aplica,0,1,1,0,1,0,0,1,1,1,En un poste de luz en cienega de guadalupe,Sitio 1. Se encontró varilla central y arboles marcados  Sitio 2. En este sitio no se pudo levantar debido que la pendiente era mayor al 100%. El clinómetro registro una lectura de 128% porcentaje de pendiente. Cabe destacar que hay demasiado arbusto y hierbas que hace aparentar tener menor pendiente en los videos se puede observar claramente lo accidentado del terreno  Sitio 3. Se encontró evidencia del muestreo  Sitio 4. Se encontró evidencia del muestreo
47038,2013,Aguascalientes,Calvillo,Selva,BQ,VSaa,BQ,VSA,Inicial,No,Si,Si,Comunal,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,143,22 3 6,-102 38 21,-102.6391663333,22.0516666667,1967,Ladera,55,No aplica,1,1,1,0,1,0,0,1,1,1,En un arbol sobre la vereda tierrera de la labor El Aguila.,"Sitio1. Se encontró varilla del muestreo, placas en arboles sub muestras.  Y marcados al 1.30m. El árbol 1 no tiene follaje, No mando fotografía de a2 y en vez.  S2. Se encontró la estaca del re muestreo, arboles marcados.  S3. No se encontró estaca pero si arboles marcados.  S4. Se localizo la estaca del muestre arboles marcados con espray azul.  Suelo: Se realizo la toma de datos en el sitio 4 debido a que en el sitio 3 se encuentra sobre una barranca."
47212,2013,Jalisco,Mezquitic,Bosque,BQ,VSna,BQP,VSna,Inicial,No,Si,Si,Comunal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,13,21 59 40,-104 0 6,-104.0016666667,21.9944441111,1546,Meseta,12,No aplica,1,1,1,0,1,0,0,1,1,1,En un árbol sobre la brecha hacia Tierra Blanca,"SITIO 1. Se localizo varilla central, arboles marcados y placas de arboles submuestras.    SITIO 2. No hay arbolado.    SITIO 3. No se encontró estaca, pero si arboles marcados.    SITIO 4. No se encontró estaca, pero si arboles marcados."
47237,2013,Aguascalientes,Calvillo,Bosque,BQ,VSA,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,26,22 0 20.3,-102 47 6,-102.7849996667,22.0056388889,2468,Ladera,36,No aplica,0,1,1,1,1,0,0,1,1,1,"En un árbol sobre la brecha al cerro ""La Carbonera""","Sitio 1. Se localizó la varilla del muestreo. No hay arbolado, solo arbustos.  Sitio 2. No se localizó la estaca, pero si placas de los árboles submuestra 1 y 2 y árboles marcados.  Sitio 3. Se localizó la estaca del muestreo. Y árboles marcados.  Sitio 4. No hay arbolado, forma parte de un Jagüey donde captan agua para el ganado en tiempo de lluvias.  Fotografía hemisféricas.  S1. No hay arbolado, solo arbustos. No se toma fotografía hemisférica.  S2. Hay 3 árboles los cuales no representa el 10% mínimo de cobertura arbórea para la toma fotográfica.   S3. Solo en este sitio si se toma fotografía hemisférica.  S4. No hay cobertura arbórea. No se toma fotografía hemisférica.  Suelo.  La toma de dato de suelo se levantó en el sitio 2 debido a que el sitio 3 tiene una barranca, el sitio 4 tiene un Jagüey."
47242,2013,Aguascalientes,San Jose de Gracia,Bosque,BQ,VSaa,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,24,22 0 22.9,-102 32 30,-102.5416663333,22.0063611111,2398,Ladera,65,No aplica,0,1,1,0,1,0,0,1,1,1,En el cerco de piedra del rancho Santa Rosa,"Sitio No. 1. En este sitio se localizó la varilla del muestreo original. No hay arboles limite N, E, SW W y NW  Sitio No. 2. En este sitio se encontró la estaca del muestreo. Solo hay arboles muertos en pie  Sitio No. 3 Se encontró varilla del muestreo anterior  Sitio No. 4. El muestreo anterior reporto inaccesible tal sitio, sin embargo la pendiente es del 62 %. No hay vegetación arbórea solo arbusto y gramíneas.  Suelo: Se realiza la toma de datos en el Sitio 3, es mas accesible a los demás sitios, las varillas 3 y 4 no se enterraron debido a que en este transecto (curvas a nivel) solo existe roca.  Fotografías hemisféricas:  Solo se toma en el Sitio No. 1.   En el Sitio No. 2 solo hay 2 arboles muerto en pie (0% de cobertura arbórea)  En el Sitio No. 3 Hay 2 arboles vivos en un cuadrante y no representan el 10% mínimo de cobertura arbórea que precisa el manual para la toma de fotografía hemisférica   En el Sitio No. 4 No hay cobertura arbórea"
47421,2013,Jalisco,Villa Guerrero,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,3,1,0,1,1,55,21 57 11.3,-103 39 37.2,-103.6603333333,21.9531388889,1785,Barranca,55,No aplica,0,1,1,0,1,1,0,1,1,1,El Pc se marco en un arbol que esta del lado izquierdo de la puerta con candado,"En este conglomerado se encontraron evidencias del muestreo pasado, trazado sobre estas.  En el sitio 1 el registro 17m se normalizo debajo del 1.30m.  El sitio2 se declara inaccesible por presentar una pendiente mayor al 100% llegando a las coordenadas N21° 57´11.1’ y W103° 39´37.0 “a una distancia de 4m con respecto al sitio 1.  En el sitio 3 los registros 1 y 21 se normalizaron por debajo del 1.30m   La toma de la profundidad del suelo se tomó en la parte Suroeste debido a que en la parte Noreste existe roca.    En el sitio 4 el registro 7 se normalizo abajo del 1.30m, en este sitio se encontró un árbol quebrado de 0.6cm con un DN 21.6cm.    Los géneros Pachycereus, Acacia y Agave se encontraron dentro del Cgl y fuera de los sitios"
47628,2013,Jalisco,Villa Guerrero,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,73,21 54 32.1,-103 33 44.9,-103.5624722222,21.9089166667,2023,Lomerio,23,No aplica,0,1,1,0,0,0,0,1,1,1,El PC se marco en un poiste de un potrero que ya se encuentra del lado derecho de la carretera,"En el sitio #1, los arboles con los números de registro 11, 16 y 23 se midieron por debajo del 1.3m.    En el sitio #2, los árboles con los registros, 6, 9, 16, 20 y 22 se midieron por debajo del 1.3m.    En el sitio #3, el registro 6 se midió por debajo del 1.3.    En el sitio #4, el registro 7 y  9 se midieron por debajo del 1.3.    En el sitio 3 se desplazo la varilla #3 unos 10 cm, por haber una roca en el espacio. Todos los registros anteriores se midieron debajo del 1.3 m para normalizar por deformaciones.    La profundidad del suelo se tomó en la parte NOROESTE por la presencia de roca en la parte NORESTE.    En este conglomerado se encontraron evidencias del muestreo anterior."
47830,2013,Jalisco,Bolaños,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Comunal,Lerma Santiago,Rio Bajo Santigo,3,1,0,1,1,53,21 51 32,-103 57 3,-103.9508333333,21.8588888889,1912,Ladera,96,No aplica,0,1,1,0,1,0,0,1,1,1,En un árbol sobre el camino a Tuxpan de Bolaños,"SITIO 1. Se localizo varilla central, arboles marcados y arboles submuestras.    SITIO 2. Este sitio es inaccesible decido a que pasa una barranca con mas de 10 metros de altura por lo que imposibilita pasar al otro lado donde se supone quedaría.  El sitio 2 este sitio también fue justificado anteriormente en la brigada de muestreo.    SITIO 3. Se encontró estaca, árboles submuestras y árboles marcados.    SITIO 4. Se encontró estaca, árboles marcados y árboles submuestras."
48037,2013,Nayarit,La Yesca,Bosque,BQ,VSna,BQ,VSA,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,21,21 48 28.9,-104 20 21.1,-104.3391941111,21.8080277778,1404,Lomerio,20,No aplica,0,1,1,0,1,1,0,1,1,1,El PC se encuentra en un arbol por la terraceria a Guadalupe Ocotan junto a la brecha que lleva al Ranchito.,"En el conglomerado 48037 se encontró evidencia de muestreo varilla central, arboles marcados, estacas y placas de aluminio.    El registro 3 del sitio 2 se normalizo al 1.25 por tener una deformación al 1.30"
48264,2013,Nayarit,La Yesca,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,65,21 46 2.9,-103 59 54,-103.998333,21.7674715556,1832,Ladera,30,No aplica,0,1,1,0,1,0,0,1,1,1,El pc se encuentra en un arbol en el rancho caleras,"En el sitio 1 se encontró evidencia de muestreo arboles marcados, varilla central y placas de aluminio   En el sitio 1 el registro 6 se normalizo al 1.2m por tener una deformacion al 1.3m   En el sitio 2 se encontró estaca arboles marcados y placas de aluminio del muestreo anterior   En el sitio 2 el registro 25 se normalizo a la altura de 1.2m por tener una deformacion al 1.3m   En el sitio 2 el registro 27 se normalizo a la altura de 1.4m por tener una deformacion al 1.3m  En el sitio 3 se encontró evidencia de muestreo anterior arboles marcados, estaca de madera y placas de aluminio   En el sitio 4 se encontró evidencia de muestreo anterior arboles marcados, estaca de aluminio y placas de aluminio  La colecta 48264_S1_A010_MRD0468 no se logro identificar por lo que se envía colecta"
