IdConglomerado,Anio,Estado,Municipio,Formato,Veg_prim_levantada,Veg_sec_levanatda,Veg_prim_esperada,Veg_sec_esperada,Tipo_cgl,Monitoreo,Muestreado,Cubierta_Vegetal,Tenencia,Cuenca,Subcuenca,Sitios_x_cgl,Sitio_1,Sitio_2,Sitio_3,Sitio_4,Arboles_x_cgl,Latitud,Longitud,X,Y,Altitud,Fisiografia,Pendiente,Uso_suelo_SCV,con_Cuerpos_agua,con_Diversidad,con_epifitas,con_flora_riego,con_Impactos_amb,con_Incendios,con_Plagas,Punto_control,con_suelos,con_Sitios,Descripcion,Observaciones
48027,2013,Nayarit,Tepic,Selva,SMS,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,26,21 47 59.8,-104 49 30.1,-104.8250271111,21.7999441111,439,Lomerio,15,No aplica,0,1,1,0,1,0,0,1,1,1,Se marcó en un árbol que se ubica en la brecha que se dirige a las torres electricas de la CFE,"En el conglomerado 48027.  El dueño del predio nos informo que en unos días empezaría a quitarlos para sembrar pastos ya que el sitio 1, 2 y 3 se encuentra dentro de un potrero, así mismo nos comento que los arboles del sitio #3 no los derribaría ya que estos sirven de sombra para el ganado.    El error se precisión no bajo de 6 mts ya que todo el día estuvo nublado y lloviendo.    Las fotografías de colecta de arboles completos en el sitio 4 no se aprecian bien algunos arboles, ya que este sitio la vegetación no lo permitía, ya que no ha sido perturbado y el follaje es denso."
48244,2013,Nayarit,Santiago Ixcuintla,Selva,SMS,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,57,21 45 6.8,-104 58 11,-104.9697215556,21.7518888889,265,Ladera,12,No aplica,0,1,1,0,1,0,0,1,1,1,Se marcó en un árbol que se ubica por la brecha entre el Rancho El Cedral y el Embarcadero.,"El árbol 1 se normalizo a los dos metros en el sitio 2.    El árbol 2 se normaliza al 1.8  El árbol 6 se normalizo al 2.6 en el sitio 3.    En el CGL 48244 se encontraron evidencias del muestreo anterior, varilla central y árboles numerados.    El error de precisión en el PC y el CGL fue superior a 5 m debido a que este no se pudo estabilizar durante el levantamiento."
48698,2013,Nayarit,Tepic,Selva,SMS,VSna,SMS,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,2,1,1,0,0,87,21 39 59.3,-104 46 22.8,-104.7729993333,21.6664722222,893,Ladera,30,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se ubico en un encino a un lado de la brecha rumbo a la sierra,"En el CGL 48698 se encontró evidencia de muestreo de la brigada anterior (varilla del centro y arboles marcados).    SUELOS. Actualmente se encuentra como forestal.  No se observo evidencia de actividad ganadera, el trabajo de suelo se realizo en el sitio 2 debido a que el sitio 3 y 4 son inaccesibles.    SITIO 3. Se declaro inaccesible por caer en una barranca y presentar una pendiente mayor al 100% y además las condiciones de terreno no son aptas para llegar al sitio y realizar su medición, solo se logro llegar a una distancia de 15 m con coordenadas 21° 39´58.9” y -100° 46´22.4”.    SITIO 4. Se declaro inaccesible por caer en una barranca y presentar una pendiente mayor al 100% y además las condiciones del terreno no son aptos para llegar al sitio y realizar su medición, solo se pudo llegar a una distancia de 14 m y coordenadas de 21°39´59.0” y -104° 46´23.1”."
48703,2013,Nayarit,Del Nayar,Selva,SMS,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,1,1,0,0,0,34,21 40 8.1,-104 31 50.9,-104.5308048889,21.668916,598,Barranca,70,No aplica,0,1,1,0,1,0,0,1,1,1,En un poste de la puerta sobre la terraceria que llega a Huiguera Gorda.,"En el conglomerado 48703 en el sitio 1 se encontró varilla central, placas de aluminio y arboles marcados.    El error de precisión del sitio 1 fue mayor a 5 mts por la cobertura del dosel.    El sitio 3 se declara inaccesible por pendiente mayor al 100%.    El sitio 4 se declara inaccesible por pendiente mayor al 100%.    El sitio 2 se declara inaccesible por ingobernabilidad.    En el sitio 1 se normalizo el árbol 3 a la altura de 1.8 por tener deformación al 1.3, el árbol 11 se normalizo al 1.1 pro deformación al 1.3 mts.    La colecta 48703_S1_A013_MRD0494 no se logro identificar por la que se le envía la colecta.    La colecta 48703_S1_A017_MRD0495 no se logro identificar por la que se le envía la colecta."
48925,2013,Nayarit,Tepic,Selva,SMS,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,109,21 37 0,-104 55 5,-104.9180548889,21.616666,411,Barranca,4,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra en un poste de luz en la brecha que va en la Parcela.,"En el CGL 48925 se encontró evidencia de muestreo de la brigada anterior (varilla, placas y arboles marcados).    Suelos: Se observó evidencia de actividad ganadera y pastoreo.    La foto de Estadal se tomo de E-oW, porque deN-S la distancia de Vegetación obstruía la visibilidad de estadal.    NOTA: EL ARBOL ULTIMO (MAUTO) EN EL SITIO 3 NO SE OBTUBO CORTESA, MADERA Y COLECTA BOTANICA, ESTO DEBIDO A QUE EL ARBOL TIENE UN VIGOR POBRE. CASI MUERTO."
50076,2013,Nayarit,San Blas,Selva,SMS,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,3,1,0,1,1,50,21 23 6,-105 9 19.3,-105.1553611111,21.3849996667,193,Ladera,40,No aplica,0,1,1,0,1,1,0,1,1,1,Se marcó en un árbol que se ubica donde termina la pradera del Rancho Lagunillas,"En el CGL 50076 se encontraron evidencias del muestreo anterior, varilla central, placas y estacas.    No se pudo tomar bien las fotografías de colectas de árbol completo (ARC) debido a la abundante vegetación consistente en su mayoría de palmas que impedían la visibilidad a mas de 3 mts de distancia, también por este motivo el error de precisión del GPS fue mayor a 5 metros debido a la cobertura de vegetal estando también el cielo estaba nublado completamente.    El sitio 2 se encontró inaccesible por cuestiones de ingobernabilidad por lo que no se tomaron fotografías ni videos por seguridad"
50309,2013,Nayarit,Xalisco,Selva,SMC,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,15,21 20 30,-105 3 27,-105.0575,21.3416663333,443,Lomerio,15,No aplica,0,1,1,0,1,1,0,1,1,1,El PC se encuentra en un árbol Tepeguacate en la terraceria Maninal-San Antonio,"En el CGL 50309 se encontró evidencia de muestreo (Árboles marcados).    S1. Sin cubierta vegetal.    S2. Sin cubierta vegetal.    S4. Sin cubierta vegetal.    S3. Se encontró una sola especie el árbol de muestra 1.    El CGL 50309, se encuentra afectado un gran porcentaje de su área por introducción de Pastizal.    Hace 15 días se le prendió fuego para limpiar el área, cada 2 años se le prende fuego para limpieza."
51003,2013,Nayarit,Compostela,Selva,SMS,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,72,21 12 23.2,-105 0 22.1,-105.0061388889,21.2064444444,431,Barranca,35,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra en el cerco de Jose Luis Rodriguez en un arbol frente a su casa.,"Sitio 1.- Se tomó el diámetro normal del árbol 1 al 1.2 por bifurcación     Sitio 1.- Se tomó el diámetro normal del árbol 2  por bifurcación     Sitio 1.- Se normalizo el árbol 14 al 3.6 por contrafuertes.    Sitio 1.- Se normalizo el árbol 15 al 1.9 por contrafuertes.    Sitio 3.- Se normalizo el árbol 7 del sitio 3 a 2.5  por contrafuertes.    Se encontraron evidencias de placas, arboles marcados en rosa y azul, también se encontró la varilla de centro del sitio 1.    El error de precisión está por encima de los 5 metros debido a que esta nublado y la densidad del dosel no permitieron que bajara más."
51468,2013,Nayarit,Compostela,Selva,SMS,NULL,SMS,VSna,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,13,21 6 52.9,-105 3 7.9,-105.0521944444,21.1146944444,656,Barranca,40,No aplica,0,1,1,0,1,0,0,1,1,1,El pc se encontro en un arbol en la brecha que va a los cafetales,"El cgl. 51468 el error de precisión en los sitios 1,2,3 y 4 fue superior a 5 metros debido a que estaba nublado y con lluvias y no bajo mas el sito 1,3 y 4 se encontró plantados de café por los que la vegetación arbórea fue removida casi en su totalidad quedando un árbol en cada sitio   Se encontraron evidencias de muestreo anterior varilla centro y los arboles existentes tenían rastros de pintura  El error de precisión en algunos casos fue superior a 5mts. Debido a las condiciones climáticas (lluvia y muy nublado)"
51698,2013,Nayarit,Compostela,Selva,SMC,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,28,21 3 59,-105 11 46.1,-105.1961385556,21.0663888889,120,Ladera,27,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra en un árbol Guazima hasta donde llega la brecha,"En el CGL 51698 se encontró evidencia de muestreo de la brigada anterior (árboles marcados).    En el sitio 2: los arboles que se encontraron dentro del sitio, pero que fueron plantados o introducidos por el hombre (Guanábana y Mangos) como son arboles frutales o plantación agroforestal, no se contabilizaron solo los arboles o especies que se consideran que no fueron plantados o introducidos (papelillo, Guazima, Ciruela Silvestre).    SITIO 3. Se encuentra en un cultivo o plantación de Guanábana.    SITIO 4. Se encuentra en un cultivo a plantación de Guanábana.    En forma general el CGL se encuentra en un terreno donde se realizo cambio de uso de suelo (plantación de arboles frutales.)."
52163,2013,Nayarit,Compostela,Selva,SMS,VSna,SMS,VSna,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,145,20 58 36.1,-105 14 26.4,-105.2406663333,20.9766937778,188,Terraza,12,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra rn un arbol hata donde llega la brecha.,"En el cgl 5163 se encontró evidencia de muestreo de la brigada anterior (varilla, placas y arboles marcados)  Suelo.- Se observo evidencia actividad ganadera y pastoreo  NOTA:  Por razones climatológicas las fotos de colecta se tomaron fuera del cgl    Sitio 1.-  Se encontraron evidencias de brigada anterior(arboles marcados)    Sitio 2.-  Hubo evidencia de muestreos previos (placas)    Sitio 3.-  Se encontró evidencia de la brigada anterior (arboles marcados)    Sitio 4.-  Se encontró evidencia de muestreo previo (arboles marcados)"
52393,2013,Nayarit,Bahia de Banderas,Selva,SMC,VSna,SMS,VSA,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,40,20 55 34,-105 23 10,-105.3861107778,20.9261104444,179,Planicie,6,No aplica,0,1,0,0,1,0,0,1,1,1,El PC se encuentra en un poste de cerco en la brecha que va a la Playa,"En el CGL 52393 se encontró evidencia de muestreo de la brigada anterior (arboles marcados.)    El CGL se encuentra en un área donde hay cultivo de mango.    Los arboles o individuos introducidos por el hombre o sembrados o plantados para uso comercial como lo es el MANGO, los individuos que están dentro de los sitios sobre todo el sitio 4, no se contabilizaron por ser parte del cultivo o huerta.    En el sitio 3 no se contabilizo un MANGO, solo una especie que se tomo como muestra3.    La medida del diámetro normal de las palmas son un poco alto, el valor debido a que el tallo no esta definido y formado por aletas salientes."
52398,2013,Nayarit,Bahia de Banderas,Bosque,SMS,NULL,SMS,VSA,Inicial,No,Si,Si,Ejidal,Rio Ameca,Rio Ameca,4,1,1,1,1,28,20 55 53,-105 8 41,-105.1447218889,20.9313882222,160,Lomerio,37,No aplica,0,1,1,0,1,0,0,1,1,1,El pc se encuentra en un poste de cerro en el predio de la fortuna de vallejo,"En el cgl. 52398 si se encontró evidencia de muestreo de la brigada anterior (arboles muérdagos)  El sitio 2. Sin vegetación por cambio de uso de suelo pastizal con ganadería   Se observo presencia de actividad ganadería y pastoreo   Sitio 4. Solo se contabilizo 2 registros vivos, el registro 3 esta muerto  El cgl. Se levanto en el formato que pide CONAFOR, sin embargo, se encontró un tipo de vegetación correspondiente  a selvas  El estatal se tomo de NE-SE por obstrucción visual de la vegetación que no permitía ver el señalizador"
52403,2013,Jalisco,San Sebastian del Oeste,Selva,SMC,VSna,SMC,VSna,Inicial,No,Si,Si,Comunal,Rio Ameca,Rio Ameca,2,1,0,0,1,48,20 56 10.1,-104 54 12.1,-104.9033611111,20.9361385556,346,Barranca,80,No aplica,0,1,1,0,1,0,0,1,1,1,Ubicado en un árbol sobre el camino a San Pablo,"Para realizar este conglomerado no se tuvo ningun problema, el sitio 2 y 3 fueron justificados por pendiente mayor al 100%    No se encontraron evidencias del muestreo anterior."
52635,2013,Jalisco,San Sebastian del Oeste,Selva,SMS,VSaa,SMS,VSna,Inicial,No,Si,Si,Ejidal,Rio Ameca,Rio Ameca,4,1,1,1,1,100,20 53 17,-105 2 50,-105.0472218889,20.8880552222,522,Ladera,73,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se ubica en un árbol a un costado de la terraceria rumbo a Sayatan,En este conglomerado no hubo ningún problema para realizar el trabajo de campo.
52640,2013,Jalisco,San Sebastian del Oeste,Bosque,SMS,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Rio Ameca,Rio Ameca,3,1,1,0,1,72,20 53 33,-104 48 20.9,-104.8058055556,20.8924996667,1187,Ladera,78,No aplica,0,1,1,0,1,0,0,1,1,1,En un poste de luz en Potrero de Barrera,"Se llegó a las coordenadas proporcionadas por la CONAFOR  se encontró la varilla del sitio1 así como placas en el arbolado.  De acuerdo a las especies reportadas se considera que es una selva media y no un bosque, por lo que la condición presenta en campo es SMS.  El sitio3 se declara inaccesible por presentar una pendiente muy pronunciada aunado a un suelo muy inestable por presentarse muy resbaloso, quedando a una distancia de 10m con un rumbo de 311° en las coordenadas 20° 53´32.8” -104 48´20.6”.  Sitio4 se levanta la información de suelos."
52862,2013,Nayarit,Bahia de Banderas,Selva,SMS,VSna,SMS,VSna,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,68,20 50 4.1,-105 25 54.8,-105.4318882222,20.8344718889,218,Barranca,30,No aplica,0,1,1,0,0,0,0,1,1,1,El PC se encuentra en un arbol hasta donde llega la brecha.,"En el CGL 52862, se encontró evidencias de muestreo de la brigada anterior (Varilla, Placas y Arboles Marcados.)    Suelos:    Actualmente el suelo está sin uso.    Sitio 1°_ Se encontró evidencias de muestreo anterior (varilla, placas y arboles marcados.)    Sitio 2° Se encontró evidencia de la brigada de muestreo anterior.    Sitio 3° Se encontró evidencia de muestreo previo (Arboles Marcados)    Sitio 4° Hay evidencia de muestreo previos (Arboles Marcados)."
53100,2013,Nayarit,Bahia de Banderas,Selva,SMS,VSna,SMS,VSna,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,60,20 47 29.2,-105 20 4.2,-105.3344996667,20.7914441111,134,Barranca,21,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra en un árbol hasta donde llega la brecha,"En el CGL 53100 se encontró evidencia de muestreo de la brigada anterior (varilla, placa y arboles marcados).    SUELO. Se observo evidencia de actividad ganadera.    SITIO 3. El registro y árbol numero 6 (higuera) se normalizaron a la altura de 2.6 m para tomar su diámetro normal."
53105,2013,Jalisco,Puerto Vallarta,Selva,SMS,VSna,SMS,VSna,Inicial,No,Si,Si,Comunal,Rio Ameca,Rio Ameca,3,1,1,1,0,49,20 47 47,-105 5 36,-105.093333,20.7963885556,191,Ladera,58,No aplica,0,1,1,0,1,0,0,1,1,1,En un árbol dentro de un corral camino al conglomerado.,"Para realizar el levantamiento de la información de campo de eta conglomerado no se tuvo ningún problema, el sitio 4 fue justificado por pendiente mayor a 100%. El registro 3 del sitio 2 no se le tomarón datos de copa, ya que esta muy dañado y no tiene una copa como tal."
53799,2013,Jalisco,Mascota,Selva,SMS,VSA,SMS,VSA,Inicial,No,Si,Si,Propiedad Particular,Rio Ameca,Rio Ameca,3,1,1,0,1,86,20 39 40.9,-105 2 31.2,-105.0419996667,20.6613611111,605,Ladera,71,No aplica,0,1,1,0,1,0,0,1,1,1,Se marcó en una roca que se ubica en la brecha que va al conglomerado,S 1. Se encontró la varilla tirada y se coloco donde se creyó que estaba.    S2. No se encontró estaca solo placas.    S3. Fue inaccesible y no se encontraron evidencias de muestreo.    S4. No se encontró estaca solo placas.
54027,2013,Jalisco,Puerto Vallarta,Selva,SMS,VSA,SMS,VSaa,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,3,1,1,1,0,111,20 36 46.9,-105 11 7.2,-105.185333,20.6130277778,587,Ladera,3,No aplica,0,1,1,1,1,0,0,1,1,1,Se coloco en un arbol al finar de la brecha perteneciente al Ej. Vallarta,"Para acceder a este cgl. Justamente a donde empieza el ejido Vallarta se encuentra una puerta con candado para obtener la llave se tiene que acudir a la oficina del ejido. Al llegar al cgl y proporcionar  el centro del sitio con el GPS no se observo evidencia alguna, se comenzó a buscar evidencia a los alrededores y se encontró la varilla, pero a una distancia de unos 25m marcaba el GPS, al observar detenidamente los arboles ligeramente marcados y las escrituras en las placas se concluyo que en ese lugar se realizo el muestreo y ahí mismo se decidió realizar el levantamiento de información considerando que ya es re muestreo   Sitio 1. No se contaron 3 tocones con rebrote  Sitio 2. Se observaron placas, se encontró un gran numero de arboles que aun no alcanzan 7.5cm de diámetro   Sitio 3. Se encontraron algunas placas, para este sitio cae en una ladera muy pronunciada pero por la orientación de los cuadrantes cae a lo largo de la ladera   Sitio 4. Para este sitio no se logro realizar el levantamiento de información ya que solo se logro llegar a una distancia de 12.5m por la presencia  de una pendiente mayor al 100%, lo cual hacia riesgoso el descenso y por seguridad de la brigada se decidió declararlo inaccesible, las coordenadas a las que se llego son 20°36´48.6¨, -105°11´0.7¨"
54727,2013,Jalisco,Cabo Corrientes,Selva,SMS,VSna,SMS,VSaa,Inicial,No,Si,Si,Comunal,Huicicila,Rio Huicicila,4,1,1,1,1,71,20 28 2,-105 36 54.9,-105.61525,20.4672215556,44,Ladera,49,No aplica,0,1,0,0,1,0,0,1,1,1,El PC se encuentra en un árbol Manzanilla en la comunidad El Chimo,"En el CGL 54727 se encontró evidencia de muestreo de la brigada anterior (placas en los árboles).    SITIO 1. El R-18, se tomo como árbol ultimo y W, porque el R-19, esta muerto por daño desconocido.    El R-10, esta muerto, en daño es viento.    SITIO 2. El R-5, esta muerto por  daño desconocido.    SITIO 3. El R-17, esta muerto por daño desconocido.    En este sitio se observo presencia de palma coquera pero no alcanzaba el diámetro de 7.5 cm.    NOTA: El erro de precisión en el GPS es de 7 m esto se debe a la cobertura de dosel que es muy densa.    SITIO 4. Solo se registro a un árbol.    La foto de Cuadro de Vegetación se tomo de S-N esto se debe a que no se pudo de N-S por presencia de matorral espinoso.    Evidencia de Muestreo  S1- Se encontró placas nada más.  S2. No se encontró.  S3. No se encontró.  S4. No se encontró."
54973,2013,Jalisco,Cabo Corrientes,Selva,SMS,VSna,SMS,VSaa,Inicial,No,Si,Si,Ejidal,Costa de Jalisco,Costa de Jalisco,4,1,1,1,1,181,20 25 27,-105 31 4,-105.5177771111,20.424166,477,Ladera,35,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se ubico en un arbol a la orilla de terraceria,"Se llego al cgl 54973, se trazo con cinta y brujula, se levanto la informacion sin ningun inconveniente."
55711,2013,Jalisco,Talpa de Allende,Selva,SMS,VSaa,SMS,VSaa,Inicial,No,Si,Si,Propiedad Particular,Costa de Jalisco,Costa de Jalisco,4,1,1,1,1,53,20 17 58,-104 59 9,-104.985833,20.2994441111,1049,Lomerio,20,No aplica,0,1,1,0,0,0,0,1,1,1,Se coloco en un arbol sobre la brecha hacia el Conglomerado.,Se encontró evidencia de árboles marcados y lacas de la brigada anterior. Se realizó el levantamiento conforme al  manual.
55944,2013,Jalisco,Cabo Corrientes,Selva,SMS,VSaa,SMS,VSaa,Inicial,No,Si,Si,Ejidal,Costa de Jalisco,Costa de Jalisco,4,1,1,1,1,85,20 14 46,-105 22 9,-105.369166,20.2461107778,322,Ladera,20,No aplica,0,1,1,0,1,1,0,1,1,1,Se coloco en un arbol sobre la terraceria Tuito-Paulo,"El pc se colocó en un árbol  sobre la Terracería el Tuito.  -Paulo para llegar al CGL se debe caminar 1210mts.  S1.- se llegó a las coordenadas indicadas sin embargo se encontró clavos como evidencia del muestreo anterior.  Para sitios 2, 3 y 4 se trazaron con brújulas y cuerda compensada se trabajó conforme al manual."
